TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
POR,12/11/17,POR @ GSW,L,240,104,37,88,.420,7,28,.250,23,25,.920,12,27,39,14,11,2,9,18,-7
NOP,12/11/17,NOP @ HOU,L,240,123,49,85,.576,18,33,.545,7,13,.538,6,35,41,32,6,2,18,19,-7
OKC,12/11/17,OKC vs. CHA,L,240,103,35,85,.412,9,26,.346,24,25,.960,11,28,39,16,4,2,14,19,-13
TOR,12/11/17,TOR @ LAC,L,240,91,32,80,.400,7,29,.241,20,26,.769,3,40,43,18,8,6,13,22,-5
DAL,12/12/17,DAL vs. SAS,W,240,95,38,89,.427,9,24,.375,10,12,.833,8,41,49,17,8,2,6,19,6
PHX,12/12/17,PHX @ SAC,L,240,92,37,90,.411,7,32,.219,11,14,.786,13,32,45,22,5,4,12,18,-7
ATL,12/12/17,ATL @ CLE,L,240,114,43,92,.467,16,36,.444,12,13,.923,10,27,37,26,8,4,10,17,-9
DET,12/12/17,DET vs. DEN,L,240,84,28,79,.354,9,25,.360,19,22,.864,11,29,40,17,7,2,20,16,-19
SAC,12/12/17,SAC vs. PHX,W,240,99,38,89,.427,7,22,.318,16,22,.727,11,34,45,21,9,3,9,18,7
BKN,12/12/17,BKN vs. WAS,W,240,103,34,84,.405,10,43,.233,25,33,.758,9,44,53,26,4,6,14,21,5
WAS,12/12/17,WAS @ BKN,L,240,98,38,95,.400,4,22,.182,18,22,.818,12,37,49,18,8,3,10,26,-5
PHI,12/12/17,PHI @ MIN,W,265,118,40,80,.500,11,26,.423,27,32,.844,7,45,52,32,6,3,24,18,6
SAS,12/12/17,SAS @ DAL,L,240,89,35,87,.402,7,28,.250,12,19,.632,10,39,49,20,4,5,10,11,-6
CLE,12/12/17,CLE vs. ATL,W,240,123,48,86,.558,20,38,.526,7,10,.700,6,31,37,35,5,2,13,18,9
MIN,12/12/17,MIN vs. PHI,L,265,112,44,108,.407,5,29,.172,19,27,.704,17,33,50,19,14,7,10,21,-6
LAL,12/12/17,LAL @ NYK,L,265,109,42,102,.412,13,35,.371,12,15,.800,20,32,52,24,6,6,16,19,-4
DEN,12/12/17,DEN @ DET,W,240,103,40,79,.506,10,30,.333,13,14,.929,6,38,44,27,8,3,17,15,19
NYK,12/12/17,NYK vs. LAL,W,265,113,48,101,.475,9,22,.409,8,11,.727,15,34,49,25,7,7,14,16,4
WAS,12/13/17,WAS vs. MEM,W,240,93,36,77,.468,9,22,.409,12,24,.500,6,38,44,21,7,8,15,22,6
BOS,12/13/17,BOS vs. DEN,W,240,124,47,79,.595,11,25,.440,19,24,.792,4,26,30,29,10,7,13,20,6
TOR,12/13/17,TOR @ PHX,W,240,115,40,92,.435,9,26,.346,26,31,.839,8,37,45,16,7,3,6,25,6
MIL,12/13/17,MIL @ NOP,L,240,108,44,95,.463,8,27,.296,12,19,.632,15,23,38,23,14,5,9,13,-7
MIA,12/13/17,MIA vs. POR,L,240,95,34,72,.472,13,30,.433,14,23,.609,10,26,36,19,6,1,15,21,-7
HOU,12/13/17,HOU vs. CHA,W,240,108,39,88,.443,17,45,.378,13,19,.684,6,39,45,24,7,5,10,18,12
POR,12/13/17,POR @ MIA,W,240,102,36,72,.500,10,28,.357,20,23,.870,5,28,33,14,7,2,11,21,7
NOP,12/13/17,NOP vs. MIL,W,240,115,45,80,.563,13,25,.520,12,15,.800,9,32,41,35,5,8,21,16,7
UTA,12/13/17,UTA @ CHI,L,240,100,42,91,.462,9,30,.300,7,7,1.000,5,43,48,24,3,8,16,19,-3
DEN,12/13/17,DEN @ BOS,L,240,118,45,91,.495,9,28,.321,19,26,.731,20,28,48,22,8,4,15,20,-6
IND,12/13/17,IND vs. OKC,L,240,95,40,89,.449,11,31,.355,4,6,.667,11,31,42,18,11,7,13,21,-5
ORL,12/13/17,ORL vs. LAC,L,240,95,37,88,.420,9,27,.333,12,21,.571,7,38,45,24,6,6,12,13,-11
OKC,12/13/17,OKC @ IND,W,240,100,36,88,.409,13,29,.448,15,24,.625,17,35,52,26,10,6,13,12,5
CHI,12/13/17,CHI vs. UTA,W,240,103,41,93,.441,7,17,.412,14,21,.667,9,37,46,21,9,3,9,14,3
LAC,12/13/17,LAC @ ORL,W,240,106,39,88,.443,12,26,.462,16,20,.800,6,45,51,25,10,6,8,19,11
PHX,12/13/17,PHX vs. TOR,L,240,109,37,83,.446,8,24,.333,27,34,.794,10,31,41,20,3,9,11,24,-6
CHA,12/13/17,CHA @ HOU,L,240,96,36,87,.414,4,21,.190,20,27,.741,12,44,56,14,4,5,12,15,-12
MEM,12/13/17,MEM @ WAS,L,240,87,31,81,.383,10,28,.357,15,16,.938,10,37,47,18,6,2,16,23,-6
MIN,12/14/17,MIN vs. SAC,W,240,119,46,82,.561,10,21,.476,17,20,.850,8,31,39,29,12,9,9,19,23
GSW,12/14/17,GSW vs. DAL,W,240,112,47,78,.603,11,22,.500,7,9,.778,4,37,41,35,7,4,16,22,15
BKN,12/14/17,BKN vs. NYK,L,240,104,37,83,.446,12,42,.286,18,23,.783,11,32,43,21,10,4,17,21,-7
NYK,12/14/17,NYK @ BKN,W,240,111,41,89,.461,10,20,.500,19,22,.864,12,28,40,23,11,4,13,23,7
DAL,12/14/17,DAL @ GSW,L,240,97,37,82,.451,10,29,.345,13,17,.765,8,23,31,25,7,1,11,16,-15
ATL,12/14/17,ATL vs. DET,L,240,91,32,70,.457,11,31,.355,16,26,.615,7,27,34,28,6,6,16,12,-14
SAC,12/14/17,SAC @ MIN,L,240,96,36,87,.414,14,33,.424,10,12,.833,15,27,42,24,4,2,14,21,-23
DET,12/14/17,DET @ ATL,W,240,105,41,90,.456,13,30,.433,10,12,.833,14,32,46,26,10,3,15,23,14
CLE,12/14/17,CLE vs. LAL,W,240,121,43,86,.500,15,36,.417,20,25,.800,8,31,39,32,10,5,14,16,9
LAL,12/14/17,LAL @ CLE,L,240,112,47,95,.495,9,31,.290,9,14,.643,16,33,49,33,7,3,18,20,-9
IND,12/15/17,IND vs. DET,L,240,98,35,87,.402,9,30,.300,19,25,.760,15,36,51,21,6,4,13,15,-6
DEN,12/15/17,DEN vs. NOP,W,265,117,46,100,.460,16,36,.444,9,14,.643,11,37,48,30,12,4,15,17,6
BKN,12/15/17,BKN @ TOR,L,240,87,32,76,.421,7,23,.304,16,19,.842,6,31,37,15,4,1,22,14,-33
HOU,12/15/17,HOU vs. SAS,W,240,124,43,91,.473,18,50,.360,20,25,.800,12,33,45,20,15,3,13,16,15
POR,12/15/17,POR @ ORL,W,240,95,37,86,.430,8,18,.444,13,15,.867,6,39,45,18,7,9,14,20,7
NOP,12/15/17,NOP @ DEN,L,265,111,43,91,.473,15,34,.441,10,14,.714,7,35,42,27,8,8,19,15,-6
MEM,12/15/17,MEM vs. ATL,W,240,96,36,78,.462,12,25,.480,12,17,.706,10,33,43,21,12,6,21,24,2
CHI,12/15/17,CHI @ MIL,W,240,115,42,86,.488,8,22,.364,23,35,.657,14,36,50,24,8,0,12,26,6
ATL,12/15/17,ATL @ MEM,L,240,94,34,77,.442,12,31,.387,14,16,.875,7,28,35,27,12,5,17,19,-2
ORL,12/15/17,ORL vs. POR,L,240,88,32,84,.381,10,29,.345,14,19,.737,8,37,45,15,7,3,15,18,-7
PHI,12/15/17,PHI vs. OKC,L,315,117,44,100,.440,13,46,.283,16,20,.800,7,43,50,35,13,4,19,20,-2
MIL,12/15/17,MIL vs. CHI,L,240,109,40,83,.482,9,33,.273,20,29,.690,9,34,43,24,6,5,11,24,-6
MIA,12/15/17,MIA @ CHA,W,240,104,39,78,.500,11,31,.355,15,17,.882,5,35,40,25,10,8,16,23,6
OKC,12/15/17,OKC @ PHI,W,315,119,47,113,.416,15,35,.429,10,19,.526,18,42,60,28,10,5,18,21,2
BOS,12/15/17,BOS vs. UTA,L,240,95,35,86,.407,9,31,.290,16,19,.842,2,29,31,20,10,5,8,18,-12
DET,12/15/17,DET @ IND,W,240,104,39,93,.419,13,32,.406,13,17,.765,11,33,44,22,7,10,9,22,6
TOR,12/15/17,TOR vs. BKN,W,240,120,54,97,.557,7,28,.250,5,9,.556,11,34,45,26,11,5,8,16,33
UTA,12/15/17,UTA @ BOS,W,240,107,40,83,.482,13,25,.520,14,18,.778,9,46,55,19,6,2,15,20,12
SAS,12/15/17,SAS @ HOU,L,240,109,46,94,.489,10,26,.385,7,13,.538,12,27,39,22,10,5,17,17,-15
WAS,12/15/17,WAS vs. LAC,W,240,100,39,88,.443,7,31,.226,15,23,.652,11,39,50,21,12,7,19,26,9
LAC,12/15/17,LAC @ WAS,L,240,91,33,86,.384,7,24,.292,18,29,.621,12,35,47,17,12,6,20,20,-9
CHA,12/15/17,CHA vs. MIA,L,240,98,34,83,.410,10,27,.370,20,27,.741,11,31,42,21,7,1,16,14,-6
MEM,12/16/17,MEM vs. BOS,L,240,93,32,79,.405,14,34,.412,15,17,.882,10,28,38,18,8,3,13,19,-9
CLE,12/16/17,CLE vs. UTA,W,240,109,42,79,.532,10,22,.455,15,17,.882,8,33,41,30,9,1,12,15,9
BOS,12/16/17,BOS @ MEM,W,240,102,39,80,.488,14,30,.467,10,14,.714,14,28,42,21,6,6,16,19,9
SAS,12/16/17,SAS vs. DAL,W,240,98,39,86,.453,5,25,.200,15,18,.833,9,32,41,14,5,2,7,14,2
MIN,12/16/17,MIN vs. PHX,L,240,106,40,95,.421,9,27,.333,17,24,.708,10,21,31,21,14,8,6,19,-2
LAC,12/16/17,LAC @ MIA,L,240,85,35,80,.438,8,28,.286,7,14,.500,12,34,46,18,3,5,17,22,-5
MIA,12/16/17,MIA vs. LAC,W,240,90,31,82,.378,12,35,.343,16,21,.762,9,28,37,22,10,8,8,15,5
DAL,12/16/17,DAL @ SAS,L,240,96,39,80,.488,10,28,.357,8,9,.889,4,34,38,23,4,4,9,16,-2
OKC,12/16/17,OKC @ NYK,L,240,96,36,85,.424,12,27,.444,12,20,.600,16,26,42,18,9,7,14,22,-15
CHA,12/16/17,CHA vs. POR,L,240,91,33,96,.344,7,31,.226,18,28,.643,13,38,51,18,9,3,6,21,-2
MIL,12/16/17,MIL @ HOU,L,240,111,38,82,.463,8,27,.296,27,33,.818,8,32,40,17,12,7,14,34,-4
NYK,12/16/17,NYK vs. OKC,W,240,111,38,69,.551,14,23,.609,21,26,.808,6,29,35,21,9,3,13,22,15
UTA,12/16/17,UTA @ CLE,L,240,100,37,81,.457,17,34,.500,9,14,.643,11,27,38,24,9,7,12,14,-9
POR,12/16/17,POR @ CHA,W,240,93,37,79,.468,10,24,.417,9,18,.500,5,42,47,19,2,3,20,21,2
PHX,12/16/17,PHX @ MIN,W,240,108,33,72,.458,11,24,.458,31,35,.886,13,39,52,22,4,3,23,21,2
HOU,12/16/17,HOU vs. MIL,W,240,115,35,76,.461,11,35,.314,34,42,.810,4,34,38,16,7,4,15,23,4
BKN,12/17/17,BKN vs. IND,L,240,97,34,81,.420,12,33,.364,17,21,.810,7,22,29,26,7,2,9,17,-12
DET,12/17/17,DET vs. ORL,W,240,114,42,89,.472,17,34,.500,13,16,.813,7,32,39,27,11,3,13,17,4
IND,12/17/17,IND @ BKN,W,240,109,43,76,.566,8,18,.444,15,19,.789,6,37,43,21,6,7,15,20,12
SAC,12/17/17,SAC @ TOR,L,240,93,38,81,.469,11,26,.423,6,8,.750,6,26,32,25,9,9,15,19,-15
CLE,12/17/17,CLE @ WAS,W,240,106,41,87,.471,14,34,.412,10,12,.833,4,38,42,24,6,4,8,16,7
TOR,12/17/17,TOR vs. SAC,W,240,108,36,85,.424,13,30,.433,23,28,.821,12,34,46,20,8,9,12,13,15
ORL,12/17/17,ORL @ DET,L,240,110,41,85,.482,17,33,.515,11,17,.647,8,32,40,27,6,4,16,16,-4
WAS,12/17/17,WAS vs. CLE,L,240,99,39,91,.429,12,33,.364,9,16,.563,13,38,51,20,4,5,10,18,-7
SAS,12/18/17,SAS vs. LAC,W,240,109,40,82,.488,9,24,.375,20,25,.800,8,37,45,22,7,4,16,19,18
OKC,12/18/17,OKC vs. DEN,W,240,95,39,81,.481,7,24,.292,10,15,.667,6,34,40,13,9,5,10,13,1
BOS,12/18/17,BOS @ IND,W,240,112,44,79,.557,16,26,.615,8,14,.571,6,32,38,26,6,4,19,31,1
NYK,12/18/17,NYK @ CHA,L,240,91,36,86,.419,3,18,.167,16,20,.800,10,27,37,21,10,5,17,16,-18
POR,12/18/17,POR @ MIN,L,240,107,46,84,.548,10,24,.417,5,5,1.000,7,33,40,26,6,8,17,19,-1
MIA,12/18/17,MIA @ ATL,L,240,104,36,79,.456,7,25,.280,25,30,.833,8,34,42,19,9,6,19,28,-6
LAC,12/18/17,LAC @ SAS,L,240,91,37,84,.440,9,29,.310,8,16,.500,8,34,42,21,12,4,17,23,-18
CHI,12/18/17,CHI vs. PHI,W,240,117,44,92,.478,13,28,.464,16,19,.842,5,34,39,27,9,7,15,16,2
DAL,12/18/17,DAL vs. PHX,L,240,91,32,88,.364,11,37,.297,16,17,.941,8,34,42,21,10,5,15,18,-6
PHI,12/18/17,PHI @ CHI,L,240,115,44,91,.484,14,33,.424,13,18,.722,9,38,47,30,9,8,20,23,-2
MIN,12/18/17,MIN vs. POR,W,240,108,42,91,.462,7,19,.368,17,21,.810,11,21,32,19,6,2,10,14,1
CHA,12/18/17,CHA vs. NYK,W,240,109,43,88,.489,9,20,.450,14,16,.875,12,35,47,30,10,6,19,16,18
IND,12/18/17,IND vs. BOS,L,240,111,37,79,.468,7,21,.333,30,38,.789,9,29,38,14,12,3,12,16,-1
DEN,12/18/17,DEN @ OKC,L,240,94,37,86,.430,12,37,.324,8,12,.667,8,37,45,21,8,3,11,18,-1
HOU,12/18/17,HOU vs. UTA,W,240,120,40,77,.519,17,43,.395,23,27,.852,12,40,52,25,5,7,14,13,21
PHX,12/18/17,PHX @ DAL,W,240,97,35,79,.443,10,25,.400,17,22,.773,7,42,49,17,9,6,18,25,6
ATL,12/18/17,ATL vs. MIA,W,240,110,38,83,.458,8,22,.364,26,31,.839,10,29,39,25,8,6,12,23,6
UTA,12/18/17,UTA @ HOU,L,240,99,42,91,.462,8,27,.296,7,8,.875,5,27,32,17,12,1,6,22,-21
LAL,12/18/17,LAL vs. GSW,L,265,114,41,92,.446,10,25,.400,22,35,.629,7,38,45,23,9,9,12,26,-2
GSW,12/18/17,GSW @ LAL,W,265,116,43,107,.402,11,34,.324,19,21,.905,15,46,61,25,6,10,14,26,2
CLE,12/19/17,CLE @ MIL,L,240,116,40,80,.500,16,41,.390,20,24,.833,7,30,37,26,9,3,14,20,-3
MIL,12/19/17,MIL vs. CLE,W,240,119,43,82,.524,11,29,.379,22,27,.815,8,32,40,27,12,3,14,18,3
PHI,12/19/17,PHI vs. SAC,L,240,95,34,81,.420,10,35,.286,17,24,.708,13,40,53,21,7,6,19,19,-6
WAS,12/19/17,WAS vs. NOP,W,240,116,46,92,.500,14,35,.400,10,14,.714,10,34,44,29,8,3,16,31,10
NOP,12/19/17,NOP @ WAS,L,240,106,34,80,.425,5,20,.250,33,40,.825,11,31,42,20,7,1,16,16,-10
SAC,12/19/17,SAC @ PHI,W,240,101,41,91,.451,7,27,.259,12,23,.522,9,30,39,21,11,6,12,20,6
LAL,12/20/17,LAL @ HOU,W,240,122,40,85,.471,15,35,.429,27,43,.628,10,37,47,27,8,5,10,25,6
IND,12/20/17,IND @ ATL,W,240,105,40,82,.488,7,21,.333,18,19,.947,8,29,37,19,5,5,9,18,10
ATL,12/20/17,ATL vs. IND,L,240,95,35,81,.432,8,29,.276,17,20,.850,11,32,43,27,5,6,13,17,-10
MIA,12/20/17,MIA @ BOS,W,240,90,33,75,.440,10,28,.357,14,25,.560,6,40,46,23,6,3,12,16,1
TOR,12/20/17,TOR @ CHA,W,240,129,49,91,.538,16,33,.485,15,18,.833,10,33,43,35,6,7,14,27,18
OKC,12/20/17,OKC vs. UTA,W,240,107,40,77,.519,8,23,.348,19,22,.864,8,34,42,23,15,5,13,26,28
UTA,12/20/17,UTA @ OKC,L,240,79,26,73,.356,7,31,.226,20,27,.741,11,28,39,13,6,3,18,15,-28
PHX,12/20/17,PHX @ LAC,L,240,95,35,97,.361,8,35,.229,17,19,.895,14,36,50,22,3,3,10,25,-13
BKN,12/20/17,BKN vs. SAC,L,240,99,32,82,.390,15,42,.357,20,23,.870,14,24,38,15,5,7,10,19,-5
CHI,12/20/17,CHI vs. ORL,W,240,112,44,87,.506,11,32,.344,13,14,.929,9,42,51,31,6,8,11,23,18
HOU,12/20/17,HOU vs. LAL,L,240,116,37,90,.411,17,42,.405,25,32,.781,12,35,47,19,7,5,14,30,-6
BOS,12/20/17,BOS vs. MIA,L,240,89,30,80,.375,13,32,.406,16,21,.762,5,39,44,18,5,5,10,22,-1
DAL,12/20/17,DAL vs. DET,W,240,110,40,75,.533,14,30,.467,16,20,.800,4,33,37,22,6,7,12,17,17
ORL,12/20/17,ORL @ CHI,L,240,94,35,89,.393,5,27,.185,19,23,.826,6,29,35,23,5,1,9,15,-18
GSW,12/20/17,GSW vs. MEM,W,240,97,34,74,.459,7,21,.333,22,25,.880,14,30,44,26,9,8,16,19,13
DEN,12/20/17,DEN vs. MIN,L,240,104,36,72,.500,13,28,.464,19,24,.792,8,34,42,27,6,5,21,18,-8
POR,12/20/17,POR vs. SAS,L,240,91,38,96,.396,6,25,.240,9,14,.643,12,25,37,18,13,2,8,14,-2
MEM,12/20/17,MEM @ GSW,L,240,84,28,84,.333,12,31,.387,16,19,.842,15,26,41,20,10,6,16,23,-13
SAS,12/20/17,SAS @ POR,W,240,93,41,79,.519,6,17,.353,5,6,.833,9,44,53,17,7,9,23,16,2
MIN,12/20/17,MIN @ DEN,W,240,112,43,87,.494,8,24,.333,18,19,.947,8,29,37,28,12,2,8,20,8
LAC,12/20/17,LAC vs. PHX,W,240,108,41,87,.471,10,30,.333,16,24,.667,9,41,50,22,1,4,9,19,13
SAC,12/20/17,SAC @ BKN,W,240,104,40,82,.488,7,19,.368,17,20,.850,13,35,48,14,4,4,12,19,5
CHA,12/20/17,CHA vs. TOR,L,240,111,39,85,.459,7,23,.304,26,35,.743,8,31,39,21,10,6,12,18,-18
DET,12/20/17,DET @ DAL,L,240,93,33,77,.429,7,24,.292,20,22,.909,6,32,38,19,4,2,12,19,-17
PHI,12/21/17,PHI vs. TOR,L,240,109,45,86,.523,9,29,.310,10,14,.714,13,27,40,27,14,6,23,27,-5
CLE,12/21/17,CLE vs. CHI,W,240,115,42,82,.512,12,29,.414,19,22,.864,7,28,35,25,10,3,12,14,3
SAS,12/21/17,SAS @ UTA,L,240,89,34,78,.436,10,21,.476,11,16,.688,5,33,38,14,7,3,14,21,-11
BOS,12/21/17,BOS @ NYK,L,240,93,33,86,.384,13,38,.342,14,19,.737,9,26,35,17,11,1,10,20,-9
TOR,12/21/17,TOR @ PHI,W,240,114,35,85,.412,12,35,.343,32,35,.914,19,26,45,18,14,6,21,19,5
MEM,12/21/17,MEM @ PHX,L,240,95,39,90,.433,5,26,.192,12,16,.750,15,35,50,15,5,7,9,22,-2
CHI,12/21/17,CHI @ CLE,L,240,112,47,85,.553,12,31,.387,6,8,.750,5,30,35,34,8,1,12,19,-3
NYK,12/21/17,NYK vs. BOS,W,240,102,36,79,.456,8,14,.571,22,26,.846,11,38,49,13,8,3,17,20,9
PHX,12/21/17,PHX vs. MEM,W,240,97,33,81,.407,10,26,.385,21,27,.778,12,32,44,21,4,1,10,17,2
UTA,12/21/17,UTA vs. SAS,W,240,100,34,74,.459,12,26,.462,20,24,.833,5,36,41,18,7,4,12,18,11
NYK,12/22/17,NYK @ DET,L,240,101,44,97,.454,8,24,.333,5,6,.833,16,35,51,25,6,9,14,20,-3
LAL,12/22/17,LAL @ GSW,L,240,106,40,94,.426,11,29,.379,15,22,.682,15,31,46,22,11,5,15,23,-7
DAL,12/22/17,DAL @ MIA,L,240,101,38,75,.507,17,35,.486,8,11,.727,3,19,22,28,5,2,8,12,-12
DET,12/22/17,DET vs. NYK,W,240,104,38,88,.432,10,25,.400,18,25,.720,15,29,44,19,8,5,11,11,3
NOP,12/22/17,NOP @ ORL,W,240,111,43,86,.500,10,30,.333,15,24,.625,11,37,48,23,10,2,15,25,14
WAS,12/22/17,WAS @ BKN,L,240,84,34,93,.366,5,20,.250,11,15,.733,7,28,35,22,7,1,7,18,-35
ORL,12/22/17,ORL vs. NOP,L,240,97,36,85,.424,4,20,.200,21,29,.724,10,30,40,16,7,2,14,19,-14
HOU,12/22/17,HOU vs. LAC,L,240,118,36,78,.462,17,40,.425,29,35,.829,9,34,43,16,4,4,17,26,-10
LAC,12/22/17,LAC @ HOU,W,240,128,43,91,.473,18,42,.429,24,31,.774,9,29,38,24,8,5,8,25,10
ATL,12/22/17,ATL @ OKC,L,240,117,44,85,.518,15,32,.469,14,17,.824,7,20,27,28,12,3,15,24,-3
OKC,12/22/17,OKC vs. ATL,W,240,120,44,82,.537,13,25,.520,19,31,.613,15,25,40,24,11,5,19,18,3
MIL,12/22/17,MIL vs. CHA,W,240,109,41,87,.471,8,29,.276,19,23,.826,6,37,43,27,7,5,7,16,5
DEN,12/22/17,DEN @ POR,W,240,102,42,85,.494,7,25,.280,11,15,.733,16,33,49,19,4,10,14,13,17
BKN,12/22/17,BKN vs. WAS,W,240,119,44,88,.500,14,41,.341,17,21,.810,13,47,60,29,4,4,14,17,35
POR,12/22/17,POR vs. DEN,L,240,85,35,83,.422,6,22,.273,9,16,.563,10,24,34,15,6,4,9,19,-17
GSW,12/22/17,GSW vs. LAL,W,240,113,42,85,.494,7,24,.292,22,27,.815,10,32,42,24,9,13,15,17,7
CHA,12/22/17,CHA @ MIL,L,240,104,39,88,.443,12,26,.462,14,17,.824,9,34,43,21,4,7,9,18,-5
MIA,12/22/17,MIA vs. DAL,W,240,113,46,72,.639,16,25,.640,5,6,.833,2,33,35,25,3,3,11,15,12
POR,12/23/17,POR @ LAL,W,240,95,39,95,.411,10,25,.400,7,14,.500,9,38,47,19,7,8,11,15,3
CHA,12/23/17,CHA vs. MIL,W,240,111,36,74,.486,9,21,.429,30,40,.750,9,34,43,22,2,7,16,20,5
OKC,12/23/17,OKC @ UTA,W,240,103,39,88,.443,12,29,.414,13,16,.813,15,30,45,18,9,5,7,16,14
BKN,12/23/17,BKN @ IND,L,265,119,42,98,.429,16,36,.444,19,25,.760,18,33,51,24,2,2,10,20,-4
LAC,12/23/17,LAC @ MEM,L,240,112,39,79,.494,13,34,.382,21,28,.750,5,31,36,14,4,7,10,22,-3
PHX,12/23/17,PHX vs. MIN,L,240,106,40,86,.465,11,32,.344,15,24,.625,9,27,36,24,5,4,13,22,-9
WAS,12/23/17,WAS vs. ORL,W,240,130,47,86,.547,16,30,.533,20,23,.870,12,37,49,29,5,2,16,18,27
PHI,12/23/17,PHI @ TOR,L,240,86,33,80,.413,7,27,.259,13,20,.650,7,34,41,19,10,7,22,23,-16
MEM,12/23/17,MEM vs. LAC,W,240,115,40,90,.444,13,31,.419,22,25,.880,15,32,47,28,5,5,9,26,3
TOR,12/23/17,TOR vs. PHI,W,240,102,35,85,.412,9,27,.333,23,26,.885,7,36,43,18,15,6,17,20,16
MIL,12/23/17,MIL @ CHA,L,240,106,42,87,.483,8,26,.308,14,17,.824,7,28,35,25,4,2,9,32,-5
BOS,12/23/17,BOS vs. CHI,W,240,117,44,92,.478,12,32,.375,17,21,.810,8,38,46,29,9,5,5,18,25
ORL,12/23/17,ORL @ WAS,L,240,103,42,87,.483,8,26,.308,11,17,.647,4,24,28,17,7,3,12,22,-27
GSW,12/23/17,GSW vs. DEN,L,240,81,32,84,.381,3,27,.111,14,17,.824,11,27,38,25,14,8,16,14,-15
CHI,12/23/17,CHI @ BOS,L,240,92,34,86,.395,7,19,.368,17,25,.680,12,39,51,24,4,2,15,16,-25
NOP,12/23/17,NOP @ MIA,W,240,109,39,73,.534,15,25,.600,16,19,.842,6,31,37,27,5,10,14,20,15
IND,12/23/17,IND vs. BKN,W,265,123,47,90,.522,10,23,.435,19,24,.792,7,34,41,31,8,9,8,25,4
MIA,12/23/17,MIA vs. NOP,L,240,94,36,85,.424,10,32,.313,12,15,.800,13,25,38,18,4,3,13,19,-15
SAS,12/23/17,SAS @ SAC,W,240,108,44,88,.500,11,23,.478,9,11,.818,7,37,44,29,3,1,8,11,9
ATL,12/23/17,ATL vs. DAL,W,240,112,42,75,.560,10,24,.417,18,22,.818,6,32,38,29,5,2,15,19,5
MIN,12/23/17,MIN @ PHX,W,240,115,42,84,.500,6,16,.375,25,29,.862,13,34,47,18,6,6,14,21,9
LAL,12/23/17,LAL vs. POR,L,240,92,36,85,.424,8,25,.320,12,20,.600,11,44,55,23,8,3,17,22,-3
DAL,12/23/17,DAL @ ATL,L,240,107,43,85,.506,9,33,.273,12,15,.800,7,23,30,31,8,3,10,17,-5
SAC,12/23/17,SAC vs. SAS,L,240,99,40,86,.465,12,22,.545,7,11,.636,9,33,42,21,2,2,10,17,-9
DEN,12/23/17,DEN @ GSW,W,240,96,38,82,.463,7,28,.250,13,15,.867,10,35,45,25,10,4,18,14,15
UTA,12/23/17,UTA vs. OKC,L,240,89,33,72,.458,6,26,.231,17,20,.850,6,31,37,16,3,2,12,13,-14
MIN,12/25/17,MIN @ LAL,W,240,121,49,84,.583,11,32,.344,12,14,.857,7,35,42,30,9,4,15,13,17
GSW,12/25/17,GSW vs. CLE,W,240,99,38,82,.463,10,37,.270,13,17,.765,10,37,47,28,7,7,15,18,7
BOS,12/25/17,BOS vs. WAS,L,240,103,39,81,.481,14,29,.483,11,17,.647,8,37,45,20,2,4,16,23,-8
CLE,12/25/17,CLE @ GSW,L,240,92,28,88,.318,15,36,.417,21,25,.840,19,31,50,12,8,0,14,19,-7
NYK,12/25/17,NYK vs. PHI,L,240,98,38,94,.404,4,15,.267,18,28,.643,18,27,45,18,7,5,10,21,-7
OKC,12/25/17,OKC vs. HOU,W,240,112,43,79,.544,8,18,.444,18,23,.783,9,31,40,21,9,10,14,20,5
LAL,12/25/17,LAL vs. MIN,L,240,104,40,92,.435,10,30,.333,14,20,.700,13,24,37,21,10,1,12,16,-17
HOU,12/25/17,HOU @ OKC,L,240,107,35,81,.432,12,37,.324,25,31,.806,12,26,38,23,11,4,13,20,-5
WAS,12/25/17,WAS @ BOS,W,240,111,43,93,.462,6,26,.231,19,28,.679,14,33,47,26,6,4,8,17,8
PHI,12/25/17,PHI @ NYK,W,240,105,35,82,.427,10,28,.357,25,30,.833,12,36,48,21,7,7,15,22,7
DET,12/26/17,DET vs. IND,W,240,107,41,82,.500,12,34,.353,13,16,.813,10,36,46,26,5,1,10,17,24
SAC,12/26/17,SAC @ LAC,L,240,95,40,96,.417,7,22,.318,8,12,.667,10,27,37,25,11,7,9,19,-27
LAC,12/26/17,LAC vs. SAC,W,240,122,44,81,.543,13,31,.419,21,27,.778,9,40,49,31,7,8,13,13,27
DEN,12/26/17,DEN vs. UTA,W,240,107,39,81,.481,11,30,.367,18,22,.818,10,43,53,23,3,1,9,21,24
MIL,12/26/17,MIL vs. CHI,L,240,106,39,83,.470,10,31,.323,18,24,.750,4,37,41,23,2,8,17,21,-9
DAL,12/26/17,DAL vs. TOR,W,240,98,40,94,.426,6,24,.250,12,16,.750,16,40,56,20,5,11,13,24,5
IND,12/26/17,IND @ DET,L,240,83,34,77,.442,6,21,.286,9,13,.692,5,21,26,18,6,3,12,19,-24
TOR,12/26/17,TOR @ DAL,L,240,93,30,89,.337,9,31,.290,24,32,.750,16,37,53,16,10,7,10,24,-5
